2025-12-05 11:19:11.460 [tick=174233640] [pid=14036] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-05 11:19:11.460 [tick=174233640] [pid=14036] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-05 11:19:11.461 [tick=174233640] [pid=14036] [INFO] [UI] cur=test ok=1 | PopulateProfilesDD on enter
2025-12-05 11:19:11.462 [tick=174233640] [pid=14036] [INFO] [UI] hwnd=5310258 | Main shown
2025-12-05 11:21:26.173 [tick=174368359] [pid=14036] [INFO] [Core] | App exit
2025-12-05 11:21:41.135 [tick=174383312] [pid=9864] [INFO] [Core] file=D:\project\AI\AHK\game-macro-client\Logs\app.log keep=5 rotateMB=10 | Logger initialized
2025-12-05 11:21:41.135 [tick=174383312] [pid=9864] [INFO] [Core] admin=Admin arch=x64 os=10.0.26100 | App start
2025-12-05 11:21:41.192 [tick=174383375] [pid=9864] [INFO] [UI] h=760 w=804 x=244 y=10 | Profile_Build begin
2025-12-05 11:21:41.240 [tick=174383421] [pid=9864] [INFO] [UI] ok=1 | PopulateProfilesDD after build
2025-12-05 11:21:41.240 [tick=174383421] [pid=9864] [INFO] [UI] | Profile_Build end
2025-12-05 11:21:41.240 [tick=174383421] [pid=9864] [INFO] [UI] | Profile_OnEnter
2025-12-05 11:21:41.240 [tick=174383421] [pid=9864] [INFO] [Storage] count=1 dir=D:\project\AI\AHK\game-macro-client\Profiles | ListProfilesValid
2025-12-05 11:21:41.240 [tick=174383421] [pid=9864] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-05 11:21:41.240 [tick=174383421] [pid=9864] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-05 11:21:41.240 [tick=174383421] [pid=9864] [INFO] [UI] cur=test ok=1 | PopulateProfilesDD on enter
2025-12-05 11:21:41.240 [tick=174383421] [pid=9864] [INFO] [UI] hwnd=1378246 | Main shown
2025-12-05 11:22:36.106 [tick=174438281] [pid=9864] [INFO] [UI] | Profile_OnEnter
2025-12-05 11:22:36.106 [tick=174438281] [pid=9864] [INFO] [Storage] count=1 dir=D:\project\AI\AHK\game-macro-client\Profiles | ListProfilesValid
2025-12-05 11:22:36.138 [tick=174438312] [pid=9864] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-05 11:22:36.138 [tick=174438312] [pid=9864] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-05 11:22:36.138 [tick=174438312] [pid=9864] [INFO] [UI] cur=test ok=1 | PopulateProfilesDD on enter
2025-12-05 11:23:27.712 [tick=174489890] [pid=9864] [INFO] [Core] | App exit
